,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
782,Sylvan-Highlands,45.514134,-122.7300085,Washington Park Amphitheater,45.51962009,-122.7052202,Amphitheater
783,Sylvan-Highlands,45.514134,-122.7300085,Hoyt Arboritum Visitor Center,45.51565444,-122.7158853,Park
784,Sylvan-Highlands,45.514134,-122.7300085,Lamb's at Strohecker's,45.50443213,-122.7070556,Grocery Store
785,Sylvan-Highlands,45.514134,-122.7300085,Cornell Farm Cafe,45.51031207,-122.7604604,American Restaurant
786,Sylvan-Highlands,45.514134,-122.7300085,Umami Cafe,45.5190219,-122.7083806,Café
787,Sylvan-Highlands,45.514134,-122.7300085,Subway,45.50972855,-122.7348488,Sandwich Place
788,Sylvan-Highlands,45.514134,-122.7300085,Rose Garden Children's Park,45.51649103,-122.705471,Playground
789,Sylvan-Highlands,45.514134,-122.7300085,Twist Frozen Yogurt,45.51508362,-122.7548442,Frozen Yogurt Shop
790,Sylvan-Highlands,45.514134,-122.7300085,GNC,45.51572735,-122.7546009,Supplement Shop
791,Sylvan-Highlands,45.514134,-122.7300085,Great Clips,45.51533902,-122.754938,Salon / Barbershop
792,Sylvan-Highlands,45.514134,-122.7300085,Joy Wok,45.51603451,-122.752966,Chinese Restaurant
793,Sylvan-Highlands,45.514134,-122.7300085,Biscuits Cafe,45.51624101,-122.7533075,Diner
794,Sylvan-Highlands,45.514134,-122.7300085,Subway,45.51653284,-122.7529907,Sandwich Place
795,Sylvan-Highlands,45.514134,-122.7300085,Polar Bear Exhibit,45.50941878,-122.7139732,Zoo Exhibit
796,Sylvan-Highlands,45.514134,-122.7300085,Vista Spring Cafe,45.50931922,-122.698954,Café
797,Sylvan-Highlands,45.514134,-122.7300085,Washington Park Playground,45.51655903,-122.7054408,Playground
798,Sylvan-Highlands,45.514134,-122.7300085,Chase Bank,45.515038,-122.7549608,Bank
799,Sylvan-Highlands,45.514134,-122.7300085,Robertson Tunnel,45.50631682,-122.7540207,Tunnel
800,Sylvan-Highlands,45.514134,-122.7300085,Oregon Zoo Shuttle Stop,45.50942544,-122.7313121,Bus Station
801,Sylvan-Highlands,45.514134,-122.7300085,Oak Trail,45.51944592,-122.7257897,Trail
802,Sylvan-Highlands,45.514134,-122.7300085,White Pine Trail,45.5201701,-122.7223834,Trail
803,Sylvan-Highlands,45.514134,-122.7300085,Stevens Pavilion,45.515621,-122.717129,Park
804,Sylvan-Highlands,45.514134,-122.7300085,Redwood Trail,45.51687976,-122.7169284,Trail
805,Sylvan-Highlands,45.514134,-122.7300085,TriMet Washington Park MAX Station,45.51057016,-122.716905,Light Rail Station
806,Sylvan-Highlands,45.514134,-122.7300085,Zoo Store,45.51025184,-122.715677,Gift Shop
807,Sylvan-Highlands,45.514134,-122.7300085,Rose Garden Store,45.51815297,-122.7059855,Gift Shop
808,Sylvan-Highlands,45.514134,-122.7300085,Cougars @ the Zoo,45.51049688,-122.7146793,Zoo Exhibit
809,Sylvan-Highlands,45.514134,-122.7300085,Shell,45.50190827,-122.7132639,Gas Station
810,Sylvan-Highlands,45.514134,-122.7300085,Zebra Exhibit At The Oregon Zoo,45.508117,-122.714414,Zoo Exhibit
811,Sylvan-Highlands,45.514134,-122.7300085,Bear Walk Cafe,45.50923366,-122.7135886,Café
812,Sylvan-Highlands,45.514134,-122.7300085,Primates Exhibit,45.50877628,-122.7129039,Zoo Exhibit
813,Sylvan-Highlands,45.514134,-122.7300085,Elephant Ears,45.50905725,-122.7125898,Food Truck
814,Sylvan-Highlands,45.514134,-122.7300085,Wildwood Trail - Pittock Mansion,45.52533885,-122.717318,Trail
815,Sylvan-Highlands,45.514134,-122.7300085,Pittock Mansion Gate Lodge,45.52484331,-122.7164418,Park
816,Sylvan-Highlands,45.514134,-122.7300085,Forest Park - Stone House,45.5281758,-122.7250685,Trail
817,Sylvan-Highlands,45.514134,-122.7300085,Ellie M Hill Bonsai Terrace,45.518887,-122.708725,Botanical Garden
818,Sylvan-Highlands,45.514134,-122.7300085,The Sand and Stone Garden,45.51843891,-122.708433,Garden
819,Sylvan-Highlands,45.514134,-122.7300085,Sandoval's Cafe & Cantina,45.51637281,-122.7535463,Mexican Restaurant
820,Sylvan-Highlands,45.514134,-122.7300085,Trimet 712,45.523029,-122.710842,Bus Station
821,Sylvan-Highlands,45.514134,-122.7300085,Upper MacLeay Trail,45.528326,-122.718513,Trail
822,Sylvan-Highlands,45.514134,-122.7300085,MrB's Studio,45.52755586,-122.7147176,Music Venue
823,Sylvan-Highlands,45.514134,-122.7300085,Gold Medal Rose Garden Fountain,45.51870408,-122.7051133,Fountain
824,Sylvan-Highlands,45.514134,-122.7300085,Forest Park - Nature Trail,45.53200787,-122.735602,Trail
825,Sylvan-Highlands,45.514134,-122.7300085,Forest Park - Birch Trail,45.5335528,-122.733155,Trail
826,Arnold Creek,45.4455383,-122.6938191,Tryon Creek State Park,45.44212716,-122.6758986,State / Provincial Park
827,Arnold Creek,45.4455383,-122.6938191,New Seasons Market,45.43376465,-122.7031362,Grocery Store
828,Arnold Creek,45.4455383,-122.6938191,Grab A Gyro,45.45966599,-122.7090187,Greek Restaurant
829,Arnold Creek,45.4455383,-122.6938191,Flying Pie Pizzeria,45.4333614,-122.7031348,Pizza Place
830,Arnold Creek,45.4455383,-122.6938191,Barbur World Foods,45.45440787,-122.7198801,Grocery Store
831,Arnold Creek,45.4455383,-122.6938191,Hanko's Sports Bar and Grill,45.431964,-122.7034976,Sports Bar
832,Arnold Creek,45.4455383,-122.6938191,Columbia Sportwear Outlet,45.43376854,-122.7038003,Clothing Store
833,Arnold Creek,45.4455383,-122.6938191,Block & Board,45.4639822,-122.6843135,Butcher
834,Arnold Creek,45.4455383,-122.6938191,Starbucks,45.43346197,-122.7018328,Coffee Shop
835,Arnold Creek,45.4455383,-122.6938191,Fred Meyer Fuel Center,45.4638503,-122.7017286,Gas Station
836,Arnold Creek,45.4455383,-122.6938191,Chez José West,45.46357295,-122.6837846,Mexican Restaurant
837,Arnold Creek,45.4455383,-122.6938191,Thai Orchid Restaurant,45.45267184,-122.7236402,Thai Restaurant
838,Arnold Creek,45.4455383,-122.6938191,The Original Pancake House,45.46273269,-122.7023838,Breakfast Spot
839,Arnold Creek,45.4455383,-122.6938191,Spring Garden Park,45.46210191,-122.7107769,Dog Run
840,Arnold Creek,45.4455383,-122.6938191,Market of Choice,45.46348383,-122.6840185,Grocery Store
841,Arnold Creek,45.4455383,-122.6938191,Mt. Park Rec Center,45.43162811,-122.7151831,Gym / Fitness Center
842,Arnold Creek,45.4455383,-122.6938191,Sho Authentic Japanese Cuisine,45.45231932,-122.7234191,Japanese Restaurant
843,Arnold Creek,45.4455383,-122.6938191,The Old Barn,45.45532285,-122.7163434,Sports Bar
844,Arnold Creek,45.4455383,-122.6938191,Great Clips,45.43393287,-122.7033618,Salon / Barbershop
845,Arnold Creek,45.4455383,-122.6938191,Golden Touch,45.46577094,-122.6968029,Diner
846,Arnold Creek,45.4455383,-122.6938191,Walgreens,45.45435094,-122.7209517,Pharmacy
847,Arnold Creek,45.4455383,-122.6938191,Taco Time,45.456884,-122.71377,Taco Place
848,Arnold Creek,45.4455383,-122.6938191,Enterprise Rent-A-Car,45.46406358,-122.6998284,Rental Car Location
849,Arnold Creek,45.4455383,-122.6938191,AT&T,45.458584,-122.7090411,Mobile Phone Shop
850,Arnold Creek,45.4455383,-122.6938191,The UPS Store,45.4585342,-122.7090409,Shipping Store
851,Arnold Creek,45.4455383,-122.6938191,Les Schwab Tire Center,45.46017916,-122.7067564,Automotive Shop
852,Arnold Creek,45.4455383,-122.6938191,Uncle John's Market,45.46296694,-122.6902908,Grocery Store
853,Arnold Creek,45.4455383,-122.6938191,Liquor Store - Barbur,45.45417885,-122.7203804,Liquor Store
854,Arnold Creek,45.4455383,-122.6938191,Subway,45.45995688,-122.7072213,Sandwich Place
855,Arnold Creek,45.4455383,-122.6938191,Chase Bank,45.453034,-122.72324,Bank
856,Arnold Creek,45.4455383,-122.6938191,Redbox,45.452911,-122.72276,Video Store
857,Arnold Creek,45.4455383,-122.6938191,Starbucks,45.45287377,-122.7221865,Coffee Shop
858,Arnold Creek,45.4455383,-122.6938191,Domino's Pizza,45.4531021,-122.7239806,Pizza Place
859,Arnold Creek,45.4455383,-122.6938191,Mt. Park,45.43441369,-122.7116321,Park
860,Arnold Creek,45.4455383,-122.6938191,Tryon Creek Grill,45.46216835,-122.6845579,Sports Bar
861,Arnold Creek,45.4455383,-122.6938191,Round Table Pizza,45.45227064,-122.7229647,Pizza Place
862,Arnold Creek,45.4455383,-122.6938191,Blumenthal,45.45983713,-122.7088286,Clothing Store
863,Arnold Creek,45.4455383,-122.6938191,7-Eleven,45.4627031,-122.7035693,Convenience Store
864,Arnold Creek,45.4455383,-122.6938191,Tryon Creek Park,45.44522103,-122.6865204,Trail
865,Arnold Creek,45.4455383,-122.6938191,LO High Pool,45.42656601,-122.7002478,Gym Pool
866,Arnold Creek,45.4455383,-122.6938191,McDonald's,45.45288072,-122.7044039,Fast Food Restaurant
867,Arnold Creek,45.4455383,-122.6938191,Subway,45.46175664,-122.6847259,Sandwich Place
868,Arnold Creek,45.4455383,-122.6938191,Aladdin Motor Inn,45.46069013,-122.7080368,Motel
869,Arnold Creek,45.4455383,-122.6938191,Maricara Natural Area,45.44985306,-122.7042879,Park
870,Arnold Creek,45.4455383,-122.6938191,Quail Park,45.455272,-122.703576,Park
871,Arnold Creek,45.4455383,-122.6938191,Lewis & Clark Law School,45.45249281,-122.6784072,Lawyer
872,Arnold Creek,45.4455383,-122.6938191,Elements Massage,45.43382066,-122.7028451,Massage Studio
873,Arnold Creek,45.4455383,-122.6938191,Compass Veterinary Clinic,45.4334762,-122.7020929,Veterinarian
874,Arnold Creek,45.4455383,-122.6938191,MT. Park Convenience Store,45.43346207,-122.7025102,Convenience Store
875,Arnold Creek,45.4455383,-122.6938191,World Champion TaeKwonDo,45.4337167,-122.7037164,Martial Arts Dojo
876,Arnold Creek,45.4455383,-122.6938191,Mt Park Liquor,45.43211898,-122.7033047,Liquor Store
877,Arnold Creek,45.4455383,-122.6938191,Wendy's,45.45715999,-122.713136,Fast Food Restaurant
878,Arnold Creek,45.4455383,-122.6938191,Barbur & 30th,45.46002822,-122.7077924,Intersection
879,Arnold Creek,45.4455383,-122.6938191,La Muse Salon & Day Spa,45.449604,-122.71904,Cosmetics Shop
880,Arnold Creek,45.4455383,-122.6938191,Shell,45.45210037,-122.7218432,Gas Station
881,Arnold Creek,45.4455383,-122.6938191,Tanglewood Park,45.42944079,-122.7132625,Park
882,Arnold Creek,45.4455383,-122.6938191,Nansen Summit Park,45.43811931,-122.7222463,Scenic Lookout
883,Arnold Creek,45.4455383,-122.6938191,Capitol Hwy Deli Market,45.4458153,-122.7241464,Convenience Store
884,Arnold Creek,45.4455383,-122.6938191,One Jefferson Apartments,45.43208271,-122.7175502,Recreation Center
885,Arnold Creek,45.4455383,-122.6938191,MiLO at Mountain Park,45.43060506,-122.7161185,Rental Service
886,Arnold Creek,45.4455383,-122.6938191,Holly Farm Park,45.44731186,-122.7257376,Park
887,Ashcreek,45.4611634,-122.7333652,Barbur World Foods,45.45440787,-122.7198801,Grocery Store
888,Ashcreek,45.4611634,-122.7333652,Nectar Frozen Yogurt,45.46783022,-122.7138953,Frozen Yogurt Shop
889,Ashcreek,45.4611634,-122.7333652,Annie Bloom's Books,45.46768406,-122.7135685,Bookstore
890,Ashcreek,45.4611634,-122.7333652,Maplewood Coffee & Tea,45.46995052,-122.7308255,Coffee Shop
891,Ashcreek,45.4611634,-122.7333652,John's Marketplace,45.46738522,-122.7132026,Food & Drink Shop
892,Ashcreek,45.4611634,-122.7333652,Gabriel Park,45.4720494,-122.7197313,Park
893,Ashcreek,45.4611634,-122.7333652,Thai Orchid Restaurant,45.45267184,-122.7236402,Thai Restaurant
894,Ashcreek,45.4611634,-122.7333652,Marco's Cafe & Espresso Bar,45.46737683,-122.7128272,Café
895,Ashcreek,45.4611634,-122.7333652,April Hill Park,45.47107131,-122.7353311,Park
896,Ashcreek,45.4611634,-122.7333652,Thinker Toys,45.46791162,-122.7127269,Toy / Game Store
897,Ashcreek,45.4611634,-122.7333652,Woods Memorial Park,45.45736076,-122.726178,Trail
898,Ashcreek,45.4611634,-122.7333652,Garden Home Growlers,45.46635,-122.75239,Bar
899,Ashcreek,45.4611634,-122.7333652,Fat City Cafe,45.46790583,-122.7132843,Breakfast Spot
900,Ashcreek,45.4611634,-122.7333652,Grand Central Baking Company,45.4672185,-122.7119794,Bakery
901,Ashcreek,45.4611634,-122.7333652,Grab A Gyro,45.45966599,-122.7090187,Greek Restaurant
902,Ashcreek,45.4611634,-122.7333652,The Ship Tavern,45.46768577,-122.7129595,Dive Bar
903,Ashcreek,45.4611634,-122.7333652,Journeys,45.46836963,-122.7122401,Bar
904,Ashcreek,45.4611634,-122.7333652,Southwest Community Center,45.47569161,-122.722119,Gym
905,Ashcreek,45.4611634,-122.7333652,Banning's Restaurant & Pie House,45.44231504,-122.747212,Diner
906,Ashcreek,45.4611634,-122.7333652,Fanno Creek Trail,45.47022262,-122.760309,Trail
907,Ashcreek,45.4611634,-122.7333652,Down to Earth Cafe,45.46774361,-122.7127648,Café
908,Ashcreek,45.4611634,-122.7333652,Otto & Anita's Schnitzel's Haus,45.46896334,-122.7088145,German Restaurant
909,Ashcreek,45.4611634,-122.7333652,Sho Authentic Japanese Cuisine,45.45231932,-122.7234191,Japanese Restaurant
910,Ashcreek,45.4611634,-122.7333652,Driftwood Coffee,45.47609944,-122.7243396,Coffee Shop
911,Ashcreek,45.4611634,-122.7333652,Annastasia Salon,45.46853016,-122.7114569,Cosmetics Shop
912,Ashcreek,45.4611634,-122.7333652,Spring Garden Park,45.46210191,-122.7107769,Dog Run
913,Ashcreek,45.4611634,-122.7333652,Tastebud,45.46826748,-122.712626,Pizza Place
914,Ashcreek,45.4611634,-122.7333652,Laughing Planet,45.47668199,-122.7218364,Vegetarian / Vegan Restaurant
915,Ashcreek,45.4611634,-122.7333652,The Bounty Hunter Saloon,45.44306662,-122.7451513,Bar
916,Ashcreek,45.4611634,-122.7333652,Nectar,45.44623408,-122.7312898,Marijuana Dispensary
917,Ashcreek,45.4611634,-122.7333652,Walgreens,45.45435094,-122.7209517,Pharmacy
918,Ashcreek,45.4611634,-122.7333652,Buster's Texas Style Barbecue - Tigard,45.44333076,-122.7440767,BBQ Joint
919,Ashcreek,45.4611634,-122.7333652,Fred Meyer Fuel Center,45.4638503,-122.7017286,Gas Station
920,Ashcreek,45.4611634,-122.7333652,The Old Barn,45.45532285,-122.7163434,Sports Bar
921,Ashcreek,45.4611634,-122.7333652,Sunny's Legendary Frozen Yogurt,45.4763622,-122.721806,Frozen Yogurt Shop
922,Ashcreek,45.4611634,-122.7333652,Garden Home Dugout,45.46567245,-122.7521087,Sports Bar
923,Ashcreek,45.4611634,-122.7333652,The Original Pancake House,45.46273269,-122.7023838,Breakfast Spot
924,Ashcreek,45.4611634,-122.7333652,Old Market Pub & Brewery,45.46586574,-122.7484967,Brewery
925,Ashcreek,45.4611634,-122.7333652,Starbucks,45.46663511,-122.751839,Coffee Shop
926,Ashcreek,45.4611634,-122.7333652,Walter Mittys,45.43994183,-122.7268217,American Restaurant
927,Ashcreek,45.4611634,-122.7333652,Performing Arts Center (PAC),45.43884254,-122.7311104,Theater
928,Ashcreek,45.4611634,-122.7333652,Taco Time,45.456884,-122.71377,Taco Place
929,Ashcreek,45.4611634,-122.7333652,Angelfire Coffee Roasters,45.44487025,-122.726405,Coffee Shop
930,Ashcreek,45.4611634,-122.7333652,Multnomah Arts Center,45.46839932,-122.7100394,Performing Arts Venue
931,Ashcreek,45.4611634,-122.7333652,Fantasy Video For Adults,45.4424865,-122.7432414,Adult Boutique
932,Ashcreek,45.4611634,-122.7333652,Great Clips,45.46677355,-122.7515473,Salon / Barbershop
933,Ashcreek,45.4611634,-122.7333652,Liquor Store - Barbur,45.45417885,-122.7203804,Liquor Store
934,Ashcreek,45.4611634,-122.7333652,Jimmy's Bar and Grill,45.46659711,-122.7081647,Sports Bar
935,Ashcreek,45.4611634,-122.7333652,Ploy's Thai Food,45.46678975,-122.7516725,Thai Restaurant
936,Ashcreek,45.4611634,-122.7333652,7-Eleven,45.46538491,-122.7526501,Convenience Store
937,Ashcreek,45.4611634,-122.7333652,Chase Bank,45.453034,-122.72324,Bank
938,Ashcreek,45.4611634,-122.7333652,Chang's Mongolian Grill,45.44160182,-122.747352,Mongolian Restaurant
939,Ashcreek,45.4611634,-122.7333652,Domino's Pizza,45.4531021,-122.7239806,Pizza Place
940,Ashcreek,45.4611634,-122.7333652,Redbox,45.452911,-122.72276,Video Store
941,Ashcreek,45.4611634,-122.7333652,Papa Murphy's - Multnomah,45.46725439,-122.7225679,Pizza Place
942,Ashcreek,45.4611634,-122.7333652,Redbox,45.445294,-122.726717,Video Store
943,Ashcreek,45.4611634,-122.7333652,AT&T,45.458584,-122.7090411,Mobile Phone Shop
944,Ashcreek,45.4611634,-122.7333652,Starbucks,45.45287377,-122.7221865,Coffee Shop
945,Ashcreek,45.4611634,-122.7333652,XXI,45.45025708,-122.747824,Clothing Store
946,Ashcreek,45.4611634,-122.7333652,Starbucks,45.46856326,-122.711504,Coffee Shop
947,Ashcreek,45.4611634,-122.7333652,Baskin-Robbins,45.46669139,-122.7518834,Ice Cream Shop
948,Ashcreek,45.4611634,-122.7333652,Dairy Queen,45.46541776,-122.753505,Fast Food Restaurant
949,Ashcreek,45.4611634,-122.7333652,The UPS Store,45.4585342,-122.7090409,Shipping Store
950,Ashcreek,45.4611634,-122.7333652,Lucky Labrador Public House,45.46887615,-122.709514,Brewery
951,Ashcreek,45.4611634,-122.7333652,Les Schwab Tire Center,45.46017916,-122.7067564,Automotive Shop
952,Ashcreek,45.4611634,-122.7333652,Bullseye Pub,45.44555043,-122.7267739,Bar
953,Ashcreek,45.4611634,-122.7333652,Subway,45.45995688,-122.7072213,Sandwich Place
954,Ashcreek,45.4611634,-122.7333652,7-Eleven,45.44516278,-122.7273957,Convenience Store
955,Ashcreek,45.4611634,-122.7333652,Round Table Pizza,45.45227064,-122.7229647,Pizza Place
956,Ashcreek,45.4611634,-122.7333652,Subway,45.44501065,-122.7262027,Sandwich Place
957,Ashcreek,45.4611634,-122.7333652,Village Coffee,45.46826718,-122.7125221,Coffee Shop
958,Ashcreek,45.4611634,-122.7333652,Shari's Cafe and Pies,45.465938,-122.752724,Diner
959,Ashcreek,45.4611634,-122.7333652,Lamb's Thriftway,45.46616293,-122.7515175,Grocery Store
960,Ashcreek,45.4611634,-122.7333652,Shell,45.465444,-122.754433,Gas Station
961,Ashcreek,45.4611634,-122.7333652,Happy Fortune,45.45043409,-122.7272097,Chinese Restaurant
962,Ashcreek,45.4611634,-122.7333652,Blumenthal,45.45983713,-122.7088286,Clothing Store
963,Ashcreek,45.4611634,-122.7333652,Thai Herbs,45.46831748,-122.7124502,Thai Restaurant
964,Ashcreek,45.4611634,-122.7333652,Carl's Jr.,45.44305483,-122.7448078,Fast Food Restaurant
965,Ashcreek,45.4611634,-122.7333652,7-Eleven,45.4627031,-122.7035693,Convenience Store
966,Ashcreek,45.4611634,-122.7333652,Quality Inn Tigard - Portland Southwest,45.441435,-122.746025,Hotel
967,Ashcreek,45.4611634,-122.7333652,Aladdin Motor Inn,45.46069013,-122.7080368,Motel
968,Ashcreek,45.4611634,-122.7333652,Portland Value Inn & Suites,45.45000874,-122.727529,Motel
969,Ashcreek,45.4611634,-122.7333652,Aquatic Sports,45.44739321,-122.729744,Sporting Goods Shop
970,Ashcreek,45.4611634,-122.7333652,Holly Farm Park,45.44731186,-122.7257376,Park
971,Ashcreek,45.4611634,-122.7333652,La Muse Salon & Day Spa,45.449604,-122.71904,Cosmetics Shop
972,Ashcreek,45.4611634,-122.7333652,Twist Sport Conditioning Center,45.44592,-122.726716,Gym / Fitness Center
973,Ashcreek,45.4611634,-122.7333652,Plaid Pantry,45.475987,-122.723503,Convenience Store
974,Ashcreek,45.4611634,-122.7333652,Shell,45.44257443,-122.7462894,Gas Station
975,Ashcreek,45.4611634,-122.7333652,Capitol Hwy Deli Market,45.4458153,-122.7241464,Convenience Store
976,Ashcreek,45.4611634,-122.7333652,Baba Fresh,45.444878,-122.727384,Mediterranean Restaurant
977,Ashcreek,45.4611634,-122.7333652,McDonald's,45.45288072,-122.7044039,Fast Food Restaurant
978,Ashcreek,45.4611634,-122.7333652,Capital Hwy Deli Mart,45.44434644,-122.7261167,Grocery Store
979,Ashcreek,45.4611634,-122.7333652,hum strum drum,45.469099,-122.708997,Music Store
980,Ashcreek,45.4611634,-122.7333652,Loaves & Fishes Head Quarters,45.46862123,-122.7081259,American Restaurant
981,Ashcreek,45.4611634,-122.7333652,Gabriel Park N Bark,45.48000968,-122.7229755,Pet Store
982,Ashcreek,45.4611634,-122.7333652,Garden Home Park,45.46081091,-122.7621866,Playground
983,Ashcreek,45.4611634,-122.7333652,Katelyn's Closet,45.47068368,-122.7077652,Clothing Store
984,Ashcreek,45.4611634,-122.7333652,Quail Park,45.455272,-122.703576,Park
985,Ashcreek,45.4611634,-122.7333652,Pasha,45.43983447,-122.7261615,Persian Restaurant
986,Ashcreek,45.4611634,-122.7333652,Holistic Pet Vet Clinic,45.44174675,-122.7483237,Pet Store
987,Bridlemile ,45.4925591,-122.7266926,Dutch Bros. Coffee,45.48677383,-122.7332693,Coffee Shop
988,Bridlemile ,45.4925591,-122.7266926,Council Crest Park,45.49884968,-122.7079303,Park
989,Bridlemile ,45.4925591,-122.7266926,Clubhouse Bar & Grill,45.48691914,-122.7300157,Sports Bar
990,Bridlemile ,45.4925591,-122.7266926,Don Pedro #7,45.48668243,-122.731205,Mexican Restaurant
991,Bridlemile ,45.4925591,-122.7266926,New Seasons Market,45.4855109,-122.7518296,Grocery Store
992,Bridlemile ,45.4925591,-122.7266926,Sesame Donuts,45.48593847,-122.7487443,Donut Shop
993,Bridlemile ,45.4925591,-122.7266926,Oregon Zoo,45.50994863,-122.7160046,Zoo
994,Bridlemile ,45.4925591,-122.7266926,Giraffe Exhibit At The Oregon Zoo,45.50771825,-122.7152464,Zoo Exhibit
995,Bridlemile ,45.4925591,-122.7266926,Elephant Exhibit,45.5085044,-122.7123734,Zoo
996,Bridlemile ,45.4925591,-122.7266926,Pepper Tree Thai,45.48749441,-122.7444992,Thai Restaurant
997,Bridlemile ,45.4925591,-122.7266926,Southwest Community Center,45.47569161,-122.722119,Gym
998,Bridlemile ,45.4925591,-122.7266926,Portland Children's Museum,45.50853009,-122.7177862,Science Museum
999,Bridlemile ,45.4925591,-122.7266926,Seasons & Regions Seafood Grill,45.47590667,-122.7051474,Seafood Restaurant
1000,Bridlemile ,45.4925591,-122.7266926,Gabriel Park,45.4720494,-122.7197313,Park
1001,Bridlemile ,45.4925591,-122.7266926,Dublin Pub,45.48673279,-122.7475421,Irish Pub
1002,Bridlemile ,45.4925591,-122.7266926,Driftwood Coffee,45.47609944,-122.7243396,Coffee Shop
1003,Bridlemile ,45.4925591,-122.7266926,Noodles Restaurant,45.48629993,-122.7472932,Noodle House
1004,Bridlemile ,45.4925591,-122.7266926,Six Corners Cafe,45.48576736,-122.749189,Breakfast Spot
1005,Bridlemile ,45.4925591,-122.7266926,Laughing Planet,45.47668199,-122.7218364,Vegetarian / Vegan Restaurant
1006,Bridlemile ,45.4925591,-122.7266926,West Coast Drinkery - Portland,45.48555514,-122.74957,Bar
1007,Bridlemile ,45.4925591,-122.7266926,Papa Murphy's,45.48721328,-122.7341631,Pizza Place
1008,Bridlemile ,45.4925591,-122.7266926,Vietnam Veterans Memorial,45.51192517,-122.7180687,Garden
1009,Bridlemile ,45.4925591,-122.7266926,Oregon Zoo Concert Lawn,45.50837749,-122.7125678,Performing Arts Venue
1010,Bridlemile ,45.4925591,-122.7266926,"Western Pet Supply, Inc.",45.48571995,-122.7484071,Pet Store
1011,Bridlemile ,45.4925591,-122.7266926,Starbucks,45.50954686,-122.7349239,Coffee Shop
1012,Bridlemile ,45.4925591,-122.7266926,Predators Of The Serengeti At Oregon Zoo,45.50806838,-122.7133496,Scenic Lookout
1013,Bridlemile ,45.4925591,-122.7266926,IBU Public House,45.48593148,-122.7230275,Gastropub
1014,Bridlemile ,45.4925591,-122.7266926,Starbucks,45.48774847,-122.7323732,Coffee Shop
1015,Bridlemile ,45.4925591,-122.7266926,World Forestry Center,45.51046548,-122.7180609,Museum
1016,Bridlemile ,45.4925591,-122.7266926,Starbucks,45.48585185,-122.7571724,Coffee Shop
1017,Bridlemile ,45.4925591,-122.7266926,The Bat Cave At The Oregon Zoo,45.50794196,-122.7155221,Zoo Exhibit
1018,Bridlemile ,45.4925591,-122.7266926,April Hill Park,45.47107131,-122.7353311,Park
1019,Bridlemile ,45.4925591,-122.7266926,Lamb's at Strohecker's,45.50443213,-122.7070556,Grocery Store
1020,Bridlemile ,45.4925591,-122.7266926,Sunny's Legendary Frozen Yogurt,45.4763622,-122.721806,Frozen Yogurt Shop
1021,Bridlemile ,45.4925591,-122.7266926,Fred Meyer,45.4853619,-122.755917,Supermarket
1022,Bridlemile ,45.4925591,-122.7266926,Cider Mill,45.4758474,-122.7067119,Karaoke Bar
1023,Bridlemile ,45.4925591,-122.7266926,Rauls Mexican Food Restaurant,45.4850867,-122.754541,Mexican Restaurant
1024,Bridlemile ,45.4925591,-122.7266926,Black Bear Exhibit,45.51051783,-122.7155698,Zoo Exhibit
1025,Bridlemile ,45.4925591,-122.7266926,Verde Cocina,45.50953798,-122.7342459,Mexican Restaurant
1026,Bridlemile ,45.4925591,-122.7266926,Unleashed by Petco,45.48538164,-122.7546783,Pet Store
1027,Bridlemile ,45.4925591,-122.7266926,Pizzicato,45.51002738,-122.7358648,Pizza Place
1028,Bridlemile ,45.4925591,-122.7266926,Peet's Coffee & Tea,45.48586776,-122.7557715,Coffee Shop
1029,Bridlemile ,45.4925591,-122.7266926,Wells Fargo Bank,45.48704584,-122.7468109,Bank
1030,Bridlemile ,45.4925591,-122.7266926,Dollar Tree,45.48753872,-122.7451651,Discount Store
1031,Bridlemile ,45.4925591,-122.7266926,Fryer Tuck's,45.47586527,-122.7068048,Southern / Soul Food Restaurant
1032,Bridlemile ,45.4925591,-122.7266926,Subway,45.50972855,-122.7348488,Sandwich Place
1033,Bridlemile ,45.4925591,-122.7266926,Chase Bank,45.485792,-122.755983,Bank
1034,Bridlemile ,45.4925591,-122.7266926,Polar Bear Exhibit,45.50941878,-122.7139732,Zoo Exhibit
1035,Bridlemile ,45.4925591,-122.7266926,Shell,45.50190827,-122.7132639,Gas Station
1036,Bridlemile ,45.4925591,-122.7266926,Gabriel dog park (winter),45.47087915,-122.7203259,Dog Run
1037,Bridlemile ,45.4925591,-122.7266926,Zebra Exhibit At The Oregon Zoo,45.508117,-122.714414,Zoo Exhibit
1038,Bridlemile ,45.4925591,-122.7266926,Portland Racquet Club,45.51136532,-122.7288883,Sports Club
1039,Bridlemile ,45.4925591,-122.7266926,Primates Exhibit,45.50877628,-122.7129039,Zoo Exhibit
1040,Bridlemile ,45.4925591,-122.7266926,Bear Walk Cafe,45.50923366,-122.7135886,Café
1041,Bridlemile ,45.4925591,-122.7266926,Elephant Ears,45.50905725,-122.7125898,Food Truck
1042,Bridlemile ,45.4925591,-122.7266926,TriMet Washington Park MAX Station,45.51057016,-122.716905,Light Rail Station
1043,Bridlemile ,45.4925591,-122.7266926,Zoo Store,45.51025184,-122.715677,Gift Shop
1044,Bridlemile ,45.4925591,-122.7266926,Healy Heights Park,45.49271566,-122.6987351,Park
